Division,Part,Item,Pay Item,Description,Unit
DIVISION II - BUILDING,PART F,"ITEM 1100 - CONDUITS, BOXES AND FITTINGS",1100 (9),Fittings and Accessories (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1100 - CONDUITS, BOXES AND FITTINGS",1100 (10),"Conduits, Boxes & Fittings (Conduit Works/Conduit Rough-in) (   )",Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)a1,"Electric Wire ( 1.6 mm dia.
TW/THHN/THWN2  Solid)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)a2,"Electric Wire ( 2.0 mm dia.
TW/THHN/THWN2  Solid)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)a3,"Electric Wire ( 2.6 mm dia.
TW/THHN/THWN2  Solid)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)a4,"Electric Wire ( 3.2 mm dia.
TW/THHN/THWN2  Solid)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b1,"Electric Wire ( 2.0 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b2,"Electric Wire ( 3.5 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b3,"Electric Wire ( 5.5 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b4,"Electric Wire ( 8.0 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b5,"Electric Wire ( 14 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b6,"Electric Wire ( 22 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b7,"Electric Wire ( 30 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b8,"Electric Wire ( 38 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b9,"Electric Wire ( 50 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b10,"Electric Wire ( 60 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b11,"Electric Wire ( 80 mm2
TW/THHN/THWN2  Stranded)",Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b12,Electric Wire ( 100 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b13,Electric Wire ( 125 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b14,Electric Wire ( 150 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b15,Electric Wire ( 200 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b16,Electric Wire ( 250 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b17,Electric Wire ( 325 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b18,Electric Wire ( 400 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)b19,Electric Wire ( 500 mm2 TW/THHN/THWN2  Stranded),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c1,Electric Wire ( 14 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c2,Electric Wire ( 22 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c3,Electric Wire ( 30 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c4,Electric Wire ( 38 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c5,Electric Wire ( 50 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c6,Electric Wire ( 60 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c7,Electric Wire ( 80 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c8,Electric Wire ( 100 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c9,Electric Wire ( 125 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c10,Electric Wire ( 150 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c11,Electric Wire ( 200 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)c12,Electric Wire ( 250 mm² ACSR ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d1,Electric Wire ( 1C X 4 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d2,Electric Wire ( 1C X 6 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d3,Electric Wire ( 1C X 10 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d4,Electric Wire ( 1C X 25 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d5,Electric Wire ( 1C X 35 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d6,Electric Wire ( 1C X 50 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d7,Electric Wire ( 1C X 70 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d8,Electric Wire ( 1C X 95 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d9,Electric Wire ( 1C X 120 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d10,Electric Wire ( 1C X 185 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d11,Electric Wire ( 1C X 240 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d12,Electric Wire ( 1C X 300 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d13,Electric Wire ( 1C X 400 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)d14,Electric Wire ( 1C X 500 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e1,Electric Wire ( 2C X 4 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e2,Electric Wire ( 2C X 6 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e3,Electric Wire ( 2C X 10 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e4,Electric Wire ( 2C X 25 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e5,Electric Wire ( 2C X 35 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e6,Electric Wire ( 2C X 50 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e7,Electric Wire ( 2C X 70 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e8,Electric Wire ( 2C X 95 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e9,Electric Wire ( 2C X 120 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e10,Electric Wire ( 2C X 185 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e11,Electric Wire ( 2C X 240 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e12,Electric Wire ( 2C X 300 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e13,Electric Wire ( 2C X 400 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)e14,Electric Wire ( 2C X 500 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f1,Electric Wire ( 3C X 4 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f2,Electric Wire ( 3C X 6 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f3,Electric Wire ( 3C X 10 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f4,Electric Wire ( 3C X 25 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f5,Electric Wire ( 3C X 35 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f6,Electric Wire ( 3C X 50 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f7,Electric Wire ( 3C X 70 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f8,Electric Wire ( 3C X 95 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f9,Electric Wire ( 3C X 120 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f10,Electric Wire ( 3C X 185 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f11,Electric Wire ( 3C X 240 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f12,Electric Wire ( 3C X 300 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f13,Electric Wire ( 3C X 400 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f14,Electric Wire ( 3C X 500 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (1)f15,Electric Wire ( 3C X 14 XLPE ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)a1,"Electric Wire ( 1.6 mm dia.
TW/THHN/THWN2  Solid)",Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)a2,"Electric Wire ( 2.0 mm dia.
TW/THHN/THWN2  Solid)",Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)a3,"Electric Wire ( 2.6 mm dia.
TW/THHN/THWN2  Solid)",Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)a4,"Electric Wire ( 3.2 mm dia.
TW/THHN/THWN2  Solid)",Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b1,Electric Wire ( 2.0 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b2,Electric Wire ( 3.5 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b3,Electric Wire ( 5.5 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b4,Electric Wire ( 8.0 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b5,Electric Wire ( 14 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b6,Electric Wire ( 22 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b7,Electric Wire ( 30 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b8,Electric Wire ( 38 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b9,Electric Wire ( 50 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b10,Electric Wire ( 60 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b11,Electric Wire ( 80 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b12,Electric Wire ( 100 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b13,Electric Wire ( 125 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b14,Electric Wire ( 150 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b15,Electric Wire ( 200 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b16,Electric Wire ( 250 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b17,Electric Wire ( 325 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b18,Electric Wire ( 400 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)b19,Electric Wire ( 500 mm2 TW/THHN/THWN2  Stranded),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c1,Electric Wire ( 1C X 4 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c2,Electric Wire ( 1C X 6 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c3,Electric Wire ( 1C X 10 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c4,Electric Wire ( 1C X 25 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c5,Electric Wire ( 1C X 35 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c6,Electric Wire ( 1C X 50 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c7,Electric Wire ( 1C X 70 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c8,Electric Wire ( 1C X 95 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c9,Electric Wire ( 1C X 120 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c10,Electric Wire ( 1C X 185 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c11,Electric Wire ( 1C X 240 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c12,Electric Wire ( 1C X 300 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c13,Electric Wire ( 1C X 400 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)c14,Electric Wire ( 1C X 500 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d1,Electric Wire ( 2C X 4 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d2,Electric Wire ( 2C X 6 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d3,Electric Wire ( 2C X 10 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d4,Electric Wire ( 2C X 25 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d5,Electric Wire ( 2C X 35 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d6,Electric Wire ( 2C X 50 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d7,Electric Wire ( 2C X 70 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d8,Electric Wire ( 2C X 95 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d9,Electric Wire ( 2C X 120 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d10,Electric Wire ( 2C X 185 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d11,Electric Wire ( 2C X 240 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d12,Electric Wire ( 2C X 300 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d13,Electric Wire ( 2C X 400 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)d14,Electric Wire ( 2C X 500 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e1,Electric Wire ( 3C X 4 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e2,Electric Wire ( 3C X 6 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e3,Electric Wire ( 3C X 10 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e4,Electric Wire ( 3C X 25 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e5,Electric Wire ( 3C X 35 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e6,Electric Wire ( 3C X 50 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e7,Electric Wire ( 3C X 70 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e8,Electric Wire ( 3C X 95 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e9,Electric Wire ( 3C X 120 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e10,Electric Wire ( 3C X 185 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e11,Electric Wire ( 3C X 240 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e12,Electric Wire ( 3C X 300 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e13,Electric Wire ( 3C X 400 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)e14,Electric Wire ( 3C X 500 XLPE ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f1,Electric Wire ( 14 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f2,Electric Wire ( 22 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f3,Electric Wire ( 30 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f4,Electric Wire ( 38 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f5,Electric Wire ( 50 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f6,Electric Wire ( 60 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f7,Electric Wire ( 80 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f8,Electric Wire ( 100 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f9,Electric Wire ( 125 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f10,Electric Wire ( 150 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f11,Electric Wire ( 200 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (2)f12,Electric Wire ( 250 mm² ACSR ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (3),Single Pole Wall Switch on one switch plate (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (4),Duplex (2 Single Pole Wall Switches on one switch plate) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (5),Triplex (3 Single Pole Wall Switches on one switch plate) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (6),Three-way Switch (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (7),Four-way Switch (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (8),Double Pole Switch (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (9),Three Pole Switch (   ),Set
